"w","datetime","min","max","mean","idw","lon","lat"
"1","2017-02-07","8.97","55.41","29.06","-288.0","-46.7653984458","-24.0007326234"
"1","2017-02-08","0.01","0.25","0.11","-287.0","-46.7653984458","-24.0007326234"
"1","2017-02-09","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-02-10","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-02-11","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-02-12","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-02-13","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-02-14","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-02-15","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-02-16","","","","-1.0","-46.7653984458","-24.0007326234"
"1","2017-02-17","0.0","0.0","0.0","-288.0","-46.7653984458","-24.0007326234"
"1","2017-02-18","0.0","0.0","0.0","-287.0","-46.7653984458","-24.0007326234"
"1","2017-02-19","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-02-20","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-02-21","","","","-1.0","-46.7653984458","-24.0007326234"
"1","2017-02-22","0.0","0.0","0.0","-288.0","-46.7653984458","-24.0007326234"
"1","2017-02-23","0.01","0.64","0.19","-288.0","-46.7653984458","-24.0007326234"
"1","2017-02-24","13.67","76.86","36.12","-288.0","-46.7653984458","-24.0007326234"
"1","2017-02-25","0.51","2.27","1.16","-288.0","-46.7653984458","-24.0007326234"
"1","2017-02-26","8.46","33.15","19.93","-288.0","-46.7653984458","-24.0007326234"
"1","2017-02-27","0.04","0.29","0.12","-288.0","-46.7653984458","-24.0007326234"
"1","2017-02-28","0.01","0.23","0.07","-288.0","-46.7653984458","-24.0007326234"
"1","2017-03-01","0.07","0.9","0.35","-288.0","-46.7653984458","-24.0007326234"
"1","2017-03-02","11.41","49.23","25.16","-288.0","-46.7653984458","-24.0007326234"
"1","2017-03-03","1.27","6.29","3.13","-288.0","-46.7653984458","-24.0007326234"
"1","2017-03-04","0.0","0.37","0.08","-288.0","-46.7653984458","-24.0007326234"
"1","2017-03-05","9.58","39.61","21.88","-288.0","-46.7653984458","-24.0007326234"
"1","2017-03-06","2.97","17.36","7.92","-288.0","-46.7653984458","-24.0007326234"
"1","2017-03-07","48.6","135.01","85.11","-288.0","-46.7653984458","-24.0007326234"
"1","2017-03-08","15.13","47.81","28.95","-288.0","-46.7653984458","-24.0007326234"
"1","2017-03-09","0.0","0.0","0.0","-288.0","-46.7653984458","-24.0007326234"
"1","2017-03-10","0.0","0.33","0.04","-288.0","-46.7653984458","-24.0007326234"
"1","2017-03-11","0.0","0.03","0.0","-288.0","-46.7653984458","-24.0007326234"
"1","2017-03-12","0.02","0.11","0.05","-288.0","-46.7653984458","-24.0007326234"
"1","2017-03-13","0.02","0.62","0.19","-288.0","-46.7653984458","-24.0007326234"
"1","2017-03-14","0.0","0.0","0.0","-288.0","-46.7653984458","-24.0007326234"
"1","2017-03-15","0.35","1.96","0.98","-288.0","-46.7653984458","-24.0007326234"
"1","2017-03-16","0.0","0.0","0.0","-288.0","-46.7653984458","-24.0007326234"
"1","2017-03-17","1.52","18.48","6.29","-288.0","-46.7653984458","-24.0007326234"
"1","2017-03-18","4.1","16.82","8.6","-288.0","-46.7653984458","-24.0007326234"
"1","2017-03-19","3.58","11.82","7.13","-288.0","-46.7653984458","-24.0007326234"
"1","2017-03-20","0.01","0.26","0.09","-287.0","-46.7653984458","-24.0007326234"
"1","2017-03-21","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-03-22","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-03-23","","","","-1.0","-46.7653984458","-24.0007326234"
"1","2017-03-24","0.0","0.0","0.0","-288.0","-46.7653984458","-24.0007326234"
"1","2017-03-25","0.25","0.98","0.56","-287.0","-46.7653984458","-24.0007326234"
"1","2017-03-26","","","","-1.0","-46.7653984458","-24.0007326234"
"1","2017-03-27","1.71","6.72","3.9","-288.0","-46.7653984458","-24.0007326234"
"1","2017-03-28","0.58","4.51","2.0","-288.0","-46.7653984458","-24.0007326234"
"1","2017-03-29","0.64","2.16","1.33","-287.0","-46.7653984458","-24.0007326234"
"1","2017-03-30","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-03-31","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-04-01","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-04-02","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-04-03","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-04-04","","","","-1.0","-46.7653984458","-24.0007326234"
"1","2017-04-05","0.0","0.0","0.0","-288.0","-46.7653984458","-24.0007326234"
"1","2017-04-06","20.93","57.37","35.83","-288.0","-46.7653984458","-24.0007326234"
"1","2017-04-07","5.46","20.32","11.94","-288.0","-46.7653984458","-24.0007326234"
"1","2017-04-08","0.0","0.02","0.0","-287.0","-46.7653984458","-24.0007326234"
"1","2017-04-09","","","","-1.0","-46.7653984458","-24.0007326234"
"1","2017-04-10","0.0","0.02","0.0","-288.0","-46.7653984458","-24.0007326234"
"1","2017-04-11","0.0","0.0","0.0","-288.0","-46.7653984458","-24.0007326234"
"1","2017-04-12","11.88","37.04","23.63","-287.0","-46.7653984458","-24.0007326234"
"1","2017-04-13","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-04-14","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-04-15","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-04-16","","","","-1.0","-46.7653984458","-24.0007326234"
"1","2017-04-17","3.18","9.0","5.65","-287.0","-46.7653984458","-24.0007326234"
"1","2017-04-18","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-04-19","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-04-20","","","","-1.0","-46.7653984458","-24.0007326234"
"1","2017-04-21","6.8","29.49","15.54","-288.0","-46.7653984458","-24.0007326234"
"1","2017-04-22","1.34","4.21","2.63","-287.0","-46.7653984458","-24.0007326234"
"1","2017-04-23","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-04-24","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-04-25","","","","-1.0","-46.7653984458","-24.0007326234"
"1","2017-04-26","10.45","33.88","19.83","-288.0","-46.7653984458","-24.0007326234"
"1","2017-04-27","0.28","1.0","0.59","-287.0","-46.7653984458","-24.0007326234"
"1","2017-04-28","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-04-29","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-04-30","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-05-01","","","","-1.0","-46.7653984458","-24.0007326234"
"1","2017-05-02","0.0","0.0","0.0","-287.0","-46.7653984458","-24.0007326234"
"1","2017-05-03","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-05-04","","","","-1.0","-46.7653984458","-24.0007326234"
"1","2017-05-05","9.37","25.51","16.76","-288.0","-46.7653984458","-24.0007326234"
"1","2017-05-06","5.17","27.8","14.06","-288.0","-46.7653984458","-24.0007326234"
"1","2017-05-07","0.26","3.98","1.51","-287.0","-46.7653984458","-24.0007326234"
"1","2017-05-08","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-05-09","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-05-10","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-05-11","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-05-12","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-05-13","","","","-1.0","-46.7653984458","-24.0007326234"
"1","2017-05-14","0.03","0.33","0.15","-287.0","-46.7653984458","-24.0007326234"
"1","2017-05-15","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-05-16","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-05-17","","","","-1.0","-46.7653984458","-24.0007326234"
"1","2017-05-18","0.89","4.07","2.27","-288.0","-46.7653984458","-24.0007326234"
"1","2017-05-19","17.32","68.32","36.98","-288.0","-46.7653984458","-24.0007326234"
"1","2017-05-20","0.0","0.0","0.0","-288.0","-46.7653984458","-24.0007326234"
"1","2017-05-21","11.59","45.48","25.38","-288.0","-46.7653984458","-24.0007326234"
"1","2017-05-22","3.44","9.69","6.1","-287.0","-46.7653984458","-24.0007326234"
"1","2017-05-23","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-05-24","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-05-25","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-05-26","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-05-27","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-05-28","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-05-29","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-05-30","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-05-31","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-06-01","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-06-02","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-06-03","0.0","0.0","0.0","0.0","-46.7653984458","-24.0007326234"
"1","2017-06-04","","","","-1.0","-46.7653984458","-24.0007326234"
"1","2017-06-05","25.59","87.79","52.64","-288.0","-46.7653984458","-24.0007326234"
"1","2017-06-06","16.37","63.96","35.41","-288.0","-46.7653984458","-24.0007326234"
"1","2017-06-07","4.29","14.11","8.5","-287.0","-46.7653984458","-24.0007326234"
"1","2017-06-08","","","","-1.0","-46.7653984458","-24.0007326234"
"1","2017-06-09","0.2","0.85","0.41","-288.0","-46.7653984458","-24.0007326234"
"1","2017-06-10","0.0","0.0","0.0","-287.0","-46.7653984458","-24.0007326234"
"1","2017-06-11","","","","-1.0","-46.7653984458","-24.0007326234"
"1","2017-06-12","0.01","0.08","0.04","-288.0","-46.7653984458","-24.0007326234"
"1","2017-06-13","10.7","71.17","34.0","-288.0","-46.7653984458","-24.0007326234"
"1","2017-06-14","0.13","0.67","0.36","-287.0","-46.7653984458","-24.0007326234"
"3","2016-10-31","","","","-1.0","-46.7939181504","-23.9322671942"
"3","2016-11-01","0.0","0.02","0.0","-288.0","-46.7939181504","-23.9322671942"
"3","2016-11-02","1.16","14.21","4.86","-288.0","-46.7939181504","-23.9322671942"
"3","2016-11-03","2.38","23.04","8.63","-288.0","-46.7939181504","-23.9322671942"
"3","2016-11-04","0.08","0.53","0.24","-288.0","-46.7939181504","-23.9322671942"
"3","2016-11-05","0.0","0.0","0.0","-288.0","-46.7939181504","-23.9322671942"
"3","2016-11-06","0.0","2.09","0.5","-288.0","-46.7939181504","-23.9322671942"
"3","2016-11-07","0.0","0.0","0.0","-288.0","-46.7939181504","-23.9322671942"
"3","2016-11-08","0.0","0.0","0.0","-288.0","-46.7939181504","-23.9322671942"
"3","2016-11-09","8.88","77.7","30.49","-288.0","-46.7939181504","-23.9322671942"
"3","2016-11-10","1.82","12.85","5.37","-288.0","-46.7939181504","-23.9322671942"
"3","2016-11-11","3.67","26.27","13.52","-288.0","-46.7939181504","-23.9322671942"
"3","2016-11-12","0.0","0.14","0.07","-288.0","-46.7939181504","-23.9322671942"
"3","2016-11-13","5.63","33.4","15.33","-288.0","-46.7939181504","-23.9322671942"
"3","2016-11-14","5.41","21.38","11.79","-287.0","-46.7939181504","-23.9322671942"
"3","2016-11-15","","","","-1.0","-46.7939181504","-23.9322671942"
"3","2016-11-16","6.89","49.95","23.04","-288.0","-46.7939181504","-23.9322671942"
"3","2016-11-17","0.38","6.11","1.97","-288.0","-46.7939181504","-23.9322671942"
"3","2016-11-18","0.14","2.05","0.67","-287.0","-46.7939181504","-23.9322671942"
"3","2016-11-19","0.0","0.0","0.0","0.0","-46.7939181504","-23.9322671942"
"3","2016-11-20","0.0","0.0","0.0","0.0","-46.7939181504","-23.9322671942"
"3","2016-11-21","0.0","0.0","0.0","0.0","-46.7939181504","-23.9322671942"
"3","2016-11-22","","","","-1.0","-46.7939181504","-23.9322671942"
"3","2016-11-23","0.0","0.48","0.1","-288.0","-46.7939181504","-23.9322671942"
"3","2016-11-24","0.0","0.0","0.0","-287.0","-46.7939181504","-23.9322671942"
"3","2016-11-25","0.0","0.0","0.0","0.0","-46.7939181504","-23.9322671942"
"3","2016-11-26","","","","-1.0","-46.7939181504","-23.9322671942"
"3","2016-11-27","0.2","11.42","2.91","-288.0","-46.7939181504","-23.9322671942"
"3","2016-11-28","2.07","35.62","14.17","-288.0","-46.7939181504","-23.9322671942"
"3","2016-11-29","2.25","17.13","7.54","-288.0","-46.7939181504","-23.9322671942"
"3","2016-11-30","0.01","0.7","0.23","-287.0","-46.7939181504","-23.9322671942"
"3","2016-12-01","0.0","0.0","0.0","0.0","-46.7939181504","-23.9322671942"
"3","2016-12-02","","","","-1.0","-46.7939181504","-23.9322671942"
"3","2016-12-03","4.23","45.43","16.06","-288.0","-46.7939181504","-23.9322671942"
"3","2016-12-04","0.29","3.33","1.13","-288.0","-46.7939181504","-23.9322671942"
"3","2016-12-05","0.01","0.1","0.04","-287.0","-46.7939181504","-23.9322671942"
"3","2016-12-06","","","","-1.0","-46.7939181504","-23.9322671942"
"3","2016-12-07","0.58","4.89","1.78","-288.0","-46.7939181504","-23.9322671942"
"3","2016-12-08","7.83","35.29","18.26","-288.0","-46.7939181504","-23.9322671942"
"3","2016-12-09","0.02","1.32","0.43","-288.0","-46.7939181504","-23.9322671942"
"3","2016-12-10","3.38","20.54","9.61","-288.0","-46.7939181504","-23.9322671942"
"3","2016-12-11","5.46","29.52","13.53","-288.0","-46.7939181504","-23.9322671942"
"3","2016-12-12","7.4","50.96","20.78","-288.0","-46.7939181504","-23.9322671942"
"3","2016-12-13","0.03","3.07","0.6","-288.0","-46.7939181504","-23.9322671942"
"3","2016-12-14","0.0","0.0","0.0","-288.0","-46.7939181504","-23.9322671942"
"3","2016-12-15","0.0","0.0","0.0","-287.0","-46.7939181504","-23.9322671942"
"3","2016-12-16","0.0","0.0","0.0","0.0","-46.7939181504","-23.9322671942"
"3","2016-12-17","","","","-1.0","-46.7939181504","-23.9322671942"
"3","2016-12-18","0.0","0.08","0.01","-288.0","-46.7939181504","-23.9322671942"
"3","2016-12-19","1.16","26.71","6.96","-288.0","-46.7939181504","-23.9322671942"
"3","2016-12-20","0.99","34.59","8.9","-288.0","-46.7939181504","-23.9322671942"
"3","2016-12-21","3.27","47.76","15.71","-288.0","-46.7939181504","-23.9322671942"
"3","2016-12-22","0.0","0.0","0.0","-288.0","-46.7939181504","-23.9322671942"
"3","2016-12-23","0.08","2.58","0.82","-288.0","-46.7939181504","-23.9322671942"
"3","2016-12-24","0.03","1.55","0.39","-288.0","-46.7939181504","-23.9322671942"
"3","2016-12-25","0.0","0.0","0.0","-288.0","-46.7939181504","-23.9322671942"
"3","2016-12-26","0.0","0.01","0.0","-288.0","-46.7939181504","-23.9322671942"
"3","2016-12-27","0.5","17.23","3.3","-288.0","-46.7939181504","-23.9322671942"
"3","2016-12-28","0.0","0.4","0.08","-288.0","-46.7939181504","-23.9322671942"
"3","2016-12-29","0.02","1.04","0.31","-288.0","-46.7939181504","-23.9322671942"
"3","2016-12-30","0.0","0.03","0.0","-288.0","-46.7939181504","-23.9322671942"
"3","2016-12-31","0.0","0.21","0.06","-287.0","-46.7939181504","-23.9322671942"
"3","2017-01-01","","","","-1.0","-46.7939181504","-23.9322671942"
"3","2017-01-02","9.99","65.52","30.58","-288.0","-46.7939181504","-23.9322671942"
"3","2017-01-03","0.05","1.0","0.36","-288.0","-46.7939181504","-23.9322671942"
"3","2017-01-04","0.0","0.16","0.03","-288.0","-46.7939181504","-23.9322671942"
"3","2017-01-05","0.0","0.36","0.09","-288.0","-46.7939181504","-23.9322671942"
"3","2017-01-06","5.27","101.21","43.33","-288.0","-46.7939181504","-23.9322671942"
"3","2017-01-07","0.01","1.05","0.27","-288.0","-46.7939181504","-23.9322671942"
"3","2017-01-08","0.09","12.25","3.4","-288.0","-46.7939181504","-23.9322671942"
"3","2017-01-09","0.89","9.07","3.39","-288.0","-46.7939181504","-23.9322671942"
"3","2017-01-10","0.05","1.4","0.46","-288.0","-46.7939181504","-23.9322671942"
"3","2017-01-11","3.5","72.36","24.59","-288.0","-46.7939181504","-23.9322671942"
"3","2017-01-12","7.09","85.41","33.1","-288.0","-46.7939181504","-23.9322671942"
"3","2017-01-13","0.0","0.01","0.0","-288.0","-46.7939181504","-23.9322671942"
"3","2017-01-14","0.0","0.0","0.0","-288.0","-46.7939181504","-23.9322671942"
"3","2017-01-15","0.0","0.14","0.0","-288.0","-46.7939181504","-23.9322671942"
"3","2017-01-16","10.05","104.48","36.98","-288.0","-46.7939181504","-23.9322671942"
"3","2017-01-17","10.02","45.49","23.47","-288.0","-46.7939181504","-23.9322671942"
"3","2017-01-18","10.7","62.7","29.29","-288.0","-46.7939181504","-23.9322671942"
"3","2017-01-19","7.22","55.5","22.96","-288.0","-46.7939181504","-23.9322671942"
"3","2017-01-20","2.03","10.99","5.6","-288.0","-46.7939181504","-23.9322671942"
"3","2017-01-21","8.21","92.39","39.88","-288.0","-46.7939181504","-23.9322671942"
"3","2017-01-22","0.74","9.54","3.36","-288.0","-46.7939181504","-23.9322671942"
"3","2017-01-23","0.45","10.07","2.87","-288.0","-46.7939181504","-23.9322671942"
"3","2017-01-24","2.36","32.97","13.63","-288.0","-46.7939181504","-23.9322671942"
"3","2017-01-25","0.03","2.69","0.74","-288.0","-46.7939181504","-23.9322671942"
"3","2017-01-26","4.94","27.01","13.2","-288.0","-46.7939181504","-23.9322671942"
"3","2017-01-27","3.43","32.5","14.48","-288.0","-46.7939181504","-23.9322671942"
"3","2017-01-28","0.0","0.25","0.04","-288.0","-46.7939181504","-23.9322671942"
"3","2017-01-29","0.0","0.07","0.01","-288.0","-46.7939181504","-23.9322671942"
"3","2017-01-30","0.0","0.3","0.05","-288.0","-46.7939181504","-23.9322671942"
"3","2017-01-31","0.0","0.25","0.05","-288.0","-46.7939181504","-23.9322671942"
"3","2017-02-01","1.35","12.52","4.8","-288.0","-46.7939181504","-23.9322671942"
"3","2017-02-02","4.64","34.92","14.15","-288.0","-46.7939181504","-23.9322671942"
"3","2017-02-03","1.37","18.79","6.13","-288.0","-46.7939181504","-23.9322671942"
"3","2017-02-04","1.26","15.97","6.14","-288.0","-46.7939181504","-23.9322671942"
