"w","datetime","min","max","mean","idw","lon","lat"
"2","2016-12-08","1.62","35.16","10.39","-288.0","-46.7512770176","-23.9781497674"
"2","2016-12-09","0.0","0.06","0.0","-288.0","-46.7512770176","-23.9781497674"
"2","2016-12-10","1.58","25.19","7.1","-288.0","-46.7512770176","-23.9781497674"
"2","2016-12-11","2.56","35.84","10.7","-288.0","-46.7512770176","-23.9781497674"
"2","2016-12-12","4.23","60.45","20.59","-288.0","-46.7512770176","-23.9781497674"
"2","2016-12-13","0.08","11.8","2.23","-288.0","-46.7512770176","-23.9781497674"
"2","2016-12-14","0.0","1.34","0.15","-288.0","-46.7512770176","-23.9781497674"
"2","2016-12-15","0.0","0.0","0.0","-287.0","-46.7512770176","-23.9781497674"
"2","2016-12-16","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2016-12-17","","","","-1.0","-46.7512770176","-23.9781497674"
"2","2016-12-18","0.0","0.01","0.0","-288.0","-46.7512770176","-23.9781497674"
"2","2016-12-19","3.06","107.89","45.84","-288.0","-46.7512770176","-23.9781497674"
"2","2016-12-20","1.25","47.33","13.42","-288.0","-46.7512770176","-23.9781497674"
"2","2016-12-21","3.71","66.7","25.58","-288.0","-46.7512770176","-23.9781497674"
"2","2016-12-22","0.0","0.0","0.0","-288.0","-46.7512770176","-23.9781497674"
"2","2016-12-23","0.03","2.27","0.51","-288.0","-46.7512770176","-23.9781497674"
"2","2016-12-24","0.0","0.52","0.03","-288.0","-46.7512770176","-23.9781497674"
"2","2016-12-25","0.0","0.0","0.0","-288.0","-46.7512770176","-23.9781497674"
"2","2016-12-26","0.0","0.01","0.0","-288.0","-46.7512770176","-23.9781497674"
"2","2016-12-27","0.21","29.21","6.49","-288.0","-46.7512770176","-23.9781497674"
"2","2016-12-28","0.0","0.49","0.06","-288.0","-46.7512770176","-23.9781497674"
"2","2016-12-29","0.0","0.82","0.12","-288.0","-46.7512770176","-23.9781497674"
"2","2016-12-30","0.0","0.03","0.0","-288.0","-46.7512770176","-23.9781497674"
"2","2016-12-31","0.0","0.55","0.05","-287.0","-46.7512770176","-23.9781497674"
"2","2017-01-01","","","","-1.0","-46.7512770176","-23.9781497674"
"2","2017-01-02","5.35","150.53","45.0","-288.0","-46.7512770176","-23.9781497674"
"2","2017-01-03","0.03","0.86","0.28","-288.0","-46.7512770176","-23.9781497674"
"2","2017-01-04","0.0","5.92","0.97","-288.0","-46.7512770176","-23.9781497674"
"2","2017-01-05","0.0","1.39","0.24","-288.0","-46.7512770176","-23.9781497674"
"2","2017-01-06","1.48","63.9","11.84","-288.0","-46.7512770176","-23.9781497674"
"2","2017-01-07","0.0","4.45","0.34","-288.0","-46.7512770176","-23.9781497674"
"2","2017-01-08","0.0","0.15","0.03","-288.0","-46.7512770176","-23.9781497674"
"2","2017-01-09","0.93","26.6","8.57","-288.0","-46.7512770176","-23.9781497674"
"2","2017-01-10","0.0","0.44","0.04","-288.0","-46.7512770176","-23.9781497674"
"2","2017-01-11","0.77","157.29","27.29","-288.0","-46.7512770176","-23.9781497674"
"2","2017-01-12","6.79","180.53","45.14","-288.0","-46.7512770176","-23.9781497674"
"2","2017-01-13","0.0","0.06","0.0","-288.0","-46.7512770176","-23.9781497674"
"2","2017-01-14","0.0","0.0","0.0","-288.0","-46.7512770176","-23.9781497674"
"2","2017-01-15","0.0","0.19","0.0","-288.0","-46.7512770176","-23.9781497674"
"2","2017-01-16","4.76","109.57","23.78","-288.0","-46.7512770176","-23.9781497674"
"2","2017-01-17","7.41","66.1","24.55","-288.0","-46.7512770176","-23.9781497674"
"2","2017-01-18","6.73","71.64","25.49","-288.0","-46.7512770176","-23.9781497674"
"2","2017-01-19","4.29","75.66","22.45","-288.0","-46.7512770176","-23.9781497674"
"2","2017-01-20","1.28","25.52","6.9","-288.0","-46.7512770176","-23.9781497674"
"2","2017-01-21","2.71","105.4","30.04","-288.0","-46.7512770176","-23.9781497674"
"2","2017-01-22","0.45","39.3","8.77","-288.0","-46.7512770176","-23.9781497674"
"2","2017-01-23","0.33","40.59","7.39","-288.0","-46.7512770176","-23.9781497674"
"2","2017-01-24","0.12","49.55","8.51","-288.0","-46.7512770176","-23.9781497674"
"2","2017-01-25","0.0","2.97","0.56","-288.0","-46.7512770176","-23.9781497674"
"2","2017-01-26","2.34","37.79","10.77","-288.0","-46.7512770176","-23.9781497674"
"2","2017-01-27","2.26","56.09","15.97","-288.0","-46.7512770176","-23.9781497674"
"2","2017-01-28","0.0","1.38","0.07","-288.0","-46.7512770176","-23.9781497674"
"2","2017-01-29","0.0","5.49","0.33","-288.0","-46.7512770176","-23.9781497674"
"2","2017-01-30","0.0","0.49","0.04","-288.0","-46.7512770176","-23.9781497674"
"2","2017-01-31","0.0","9.35","0.93","-288.0","-46.7512770176","-23.9781497674"
"2","2017-02-01","0.83","59.9","9.69","-288.0","-46.7512770176","-23.9781497674"
"2","2017-02-02","3.31","44.07","14.74","-288.0","-46.7512770176","-23.9781497674"
"2","2017-02-03","0.87","32.52","7.74","-288.0","-46.7512770176","-23.9781497674"
"2","2017-02-04","0.62","24.82","5.42","-288.0","-46.7512770176","-23.9781497674"
"2","2017-02-05","0.0","6.02","0.56","-288.0","-46.7512770176","-23.9781497674"
"2","2017-02-06","2.8","56.81","17.03","-288.0","-46.7512770176","-23.9781497674"
"2","2017-02-07","2.05","192.33","57.1","-288.0","-46.7512770176","-23.9781497674"
"2","2017-02-08","0.0","0.4","0.01","-287.0","-46.7512770176","-23.9781497674"
"2","2017-02-09","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-02-10","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-02-11","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-02-12","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-02-13","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-02-14","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-02-15","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-02-16","","","","-1.0","-46.7512770176","-23.9781497674"
"2","2017-02-17","0.0","0.04","0.0","-288.0","-46.7512770176","-23.9781497674"
"2","2017-02-18","0.0","0.02","0.0","-287.0","-46.7512770176","-23.9781497674"
"2","2017-02-19","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-02-20","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-02-21","","","","-1.0","-46.7512770176","-23.9781497674"
"2","2017-02-22","0.0","0.01","0.0","-288.0","-46.7512770176","-23.9781497674"
"2","2017-02-23","0.0","1.96","0.13","-288.0","-46.7512770176","-23.9781497674"
"2","2017-02-24","4.91","138.49","36.82","-288.0","-46.7512770176","-23.9781497674"
"2","2017-02-25","0.17","6.67","1.73","-288.0","-46.7512770176","-23.9781497674"
"2","2017-02-26","0.42","55.52","15.11","-288.0","-46.7512770176","-23.9781497674"
"2","2017-02-27","0.0","0.64","0.07","-288.0","-46.7512770176","-23.9781497674"
"2","2017-02-28","0.0","2.18","0.16","-288.0","-46.7512770176","-23.9781497674"
"2","2017-03-01","0.0","1.29","0.12","-288.0","-46.7512770176","-23.9781497674"
"2","2017-03-02","2.77","60.09","15.87","-288.0","-46.7512770176","-23.9781497674"
"2","2017-03-03","0.13","10.71","1.91","-288.0","-46.7512770176","-23.9781497674"
"2","2017-03-04","0.0","0.44","0.01","-288.0","-46.7512770176","-23.9781497674"
"2","2017-03-05","2.66","172.59","26.54","-288.0","-46.7512770176","-23.9781497674"
"2","2017-03-06","0.92","31.45","5.34","-288.0","-46.7512770176","-23.9781497674"
"2","2017-03-07","14.72","180.32","72.74","-288.0","-46.7512770176","-23.9781497674"
"2","2017-03-08","6.76","64.38","24.03","-288.0","-46.7512770176","-23.9781497674"
"2","2017-03-09","0.0","0.0","0.0","-288.0","-46.7512770176","-23.9781497674"
"2","2017-03-10","0.0","1.92","0.08","-288.0","-46.7512770176","-23.9781497674"
"2","2017-03-11","0.0","0.23","0.0","-288.0","-46.7512770176","-23.9781497674"
"2","2017-03-12","0.0","0.35","0.06","-288.0","-46.7512770176","-23.9781497674"
"2","2017-03-13","0.0","0.85","0.04","-288.0","-46.7512770176","-23.9781497674"
"2","2017-03-14","0.0","0.01","0.0","-288.0","-46.7512770176","-23.9781497674"
"2","2017-03-15","0.06","3.94","0.79","-288.0","-46.7512770176","-23.9781497674"
"2","2017-03-16","0.0","0.03","0.0","-288.0","-46.7512770176","-23.9781497674"
"2","2017-03-17","0.1","27.51","2.53","-288.0","-46.7512770176","-23.9781497674"
"2","2017-03-18","1.81","23.34","6.86","-288.0","-46.7512770176","-23.9781497674"
"2","2017-03-19","2.05","24.38","8.27","-288.0","-46.7512770176","-23.9781497674"
"2","2017-03-20","0.0","0.66","0.06","-287.0","-46.7512770176","-23.9781497674"
"2","2017-03-21","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-03-22","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-03-23","","","","-1.0","-46.7512770176","-23.9781497674"
"2","2017-03-24","0.0","0.0","0.0","-288.0","-46.7512770176","-23.9781497674"
"2","2017-03-25","0.09","1.4","0.38","-287.0","-46.7512770176","-23.9781497674"
"2","2017-03-26","","","","-1.0","-46.7512770176","-23.9781497674"
"2","2017-03-27","0.38","10.94","3.11","-288.0","-46.7512770176","-23.9781497674"
"2","2017-03-28","0.01","14.19","2.2","-288.0","-46.7512770176","-23.9781497674"
"2","2017-03-29","0.07","4.28","0.87","-287.0","-46.7512770176","-23.9781497674"
"2","2017-03-30","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-03-31","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-04-01","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-04-02","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-04-03","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-04-04","","","","-1.0","-46.7512770176","-23.9781497674"
"2","2017-04-05","0.0","0.0","0.0","-288.0","-46.7512770176","-23.9781497674"
"2","2017-04-06","9.6","102.85","38.23","-288.0","-46.7512770176","-23.9781497674"
"2","2017-04-07","2.64","33.33","10.56","-288.0","-46.7512770176","-23.9781497674"
"2","2017-04-08","0.0","0.04","0.0","-287.0","-46.7512770176","-23.9781497674"
"2","2017-04-09","","","","-1.0","-46.7512770176","-23.9781497674"
"2","2017-04-10","0.0","0.02","0.0","-288.0","-46.7512770176","-23.9781497674"
"2","2017-04-11","0.0","0.02","0.0","-288.0","-46.7512770176","-23.9781497674"
"2","2017-04-12","3.01","60.51","17.53","-287.0","-46.7512770176","-23.9781497674"
"2","2017-04-13","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-04-14","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-04-15","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-04-16","","","","-1.0","-46.7512770176","-23.9781497674"
"2","2017-04-17","0.62","12.34","4.11","-287.0","-46.7512770176","-23.9781497674"
"2","2017-04-18","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-04-19","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-04-20","","","","-1.0","-46.7512770176","-23.9781497674"
"2","2017-04-21","3.53","41.79","13.33","-288.0","-46.7512770176","-23.9781497674"
"2","2017-04-22","0.87","6.56","2.72","-287.0","-46.7512770176","-23.9781497674"
"2","2017-04-23","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-04-24","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-04-25","","","","-1.0","-46.7512770176","-23.9781497674"
"2","2017-04-26","4.37","53.1","20.08","-288.0","-46.7512770176","-23.9781497674"
"2","2017-04-27","0.07","1.61","0.51","-287.0","-46.7512770176","-23.9781497674"
"2","2017-04-28","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-04-29","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-04-30","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-05-01","","","","-1.0","-46.7512770176","-23.9781497674"
"2","2017-05-02","0.0","0.0","0.0","-287.0","-46.7512770176","-23.9781497674"
"2","2017-05-03","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-05-04","","","","-1.0","-46.7512770176","-23.9781497674"
"2","2017-05-05","2.07","42.24","11.45","-288.0","-46.7512770176","-23.9781497674"
"2","2017-05-06","1.49","68.32","18.66","-288.0","-46.7512770176","-23.9781497674"
"2","2017-05-07","0.0","10.72","1.37","-287.0","-46.7512770176","-23.9781497674"
"2","2017-05-08","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-05-09","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-05-10","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-05-11","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-05-12","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-05-13","","","","-1.0","-46.7512770176","-23.9781497674"
"2","2017-05-14","0.0","1.42","0.23","-287.0","-46.7512770176","-23.9781497674"
"2","2017-05-15","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-05-16","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-05-17","","","","-1.0","-46.7512770176","-23.9781497674"
"2","2017-05-18","0.48","7.04","2.45","-288.0","-46.7512770176","-23.9781497674"
"2","2017-05-19","9.07","110.6","35.64","-288.0","-46.7512770176","-23.9781497674"
"2","2017-05-20","0.0","0.01","0.0","-288.0","-46.7512770176","-23.9781497674"
"2","2017-05-21","7.1","70.6","25.42","-288.0","-46.7512770176","-23.9781497674"
"2","2017-05-22","2.29","20.05","7.6","-287.0","-46.7512770176","-23.9781497674"
"2","2017-05-23","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-05-24","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-05-25","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-05-26","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-05-27","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-05-28","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-05-29","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-05-30","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-05-31","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-06-01","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-06-02","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-06-03","0.0","0.0","0.0","0.0","-46.7512770176","-23.9781497674"
"2","2017-06-04","","","","-1.0","-46.7512770176","-23.9781497674"
"2","2017-06-05","13.11","130.6","51.34","-288.0","-46.7512770176","-23.9781497674"
"2","2017-06-06","9.32","115.57","37.17","-288.0","-46.7512770176","-23.9781497674"
"2","2017-06-07","2.27","20.84","8.55","-287.0","-46.7512770176","-23.9781497674"
"2","2017-06-08","","","","-1.0","-46.7512770176","-23.9781497674"
"2","2017-06-09","0.13","7.85","1.53","-288.0","-46.7512770176","-23.9781497674"
"2","2017-06-10","0.0","0.0","0.0","-287.0","-46.7512770176","-23.9781497674"
"2","2017-06-11","","","","-1.0","-46.7512770176","-23.9781497674"
"2","2017-06-12","0.0","0.09","0.0","-288.0","-46.7512770176","-23.9781497674"
"2","2017-06-13","5.23","129.29","33.02","-288.0","-46.7512770176","-23.9781497674"
"2","2017-06-14","0.06","1.03","0.27","-287.0","-46.7512770176","-23.9781497674"
"3","2016-10-31","","","","-1.0","-46.7047617946","-23.9742580928"
"3","2016-11-01","0.0","0.05","0.0","-288.0","-46.7047617946","-23.9742580928"
"3","2016-11-02","0.08","15.42","2.53","-288.0","-46.7047617946","-23.9742580928"
"3","2016-11-03","1.16","28.4","7.5","-288.0","-46.7047617946","-23.9742580928"
"3","2016-11-04","0.05","0.81","0.26","-288.0","-46.7047617946","-23.9742580928"
"3","2016-11-05","0.0","0.0","0.0","-288.0","-46.7047617946","-23.9742580928"
"3","2016-11-06","0.0","0.04","0.0","-288.0","-46.7047617946","-23.9742580928"
"3","2016-11-07","0.0","0.0","0.0","-288.0","-46.7047617946","-23.9742580928"
"3","2016-11-08","0.0","0.0","0.0","-288.0","-46.7047617946","-23.9742580928"
"3","2016-11-09","11.44","125.0","53.66","-288.0","-46.7047617946","-23.9742580928"
"3","2016-11-10","1.65","24.49","7.06","-288.0","-46.7047617946","-23.9742580928"
"3","2016-11-11","0.5","12.25","2.41","-288.0","-46.7047617946","-23.9742580928"
"3","2016-11-12","0.0","1.09","0.11","-288.0","-46.7047617946","-23.9742580928"
"3","2016-11-13","4.22","27.72","12.02","-288.0","-46.7047617946","-23.9742580928"
"3","2016-11-14","3.25","23.18","9.53","-287.0","-46.7047617946","-23.9742580928"
"3","2016-11-15","","","","-1.0","-46.7047617946","-23.9742580928"
"3","2016-11-16","15.23","60.17","30.5","-288.0","-46.7047617946","-23.9742580928"
"3","2016-11-17","0.24","18.81","2.99","-288.0","-46.7047617946","-23.9742580928"
"3","2016-11-18","0.07","6.89","1.03","-287.0","-46.7047617946","-23.9742580928"
"3","2016-11-19","0.0","0.0","0.0","0.0","-46.7047617946","-23.9742580928"
"3","2016-11-20","0.0","0.0","0.0","0.0","-46.7047617946","-23.9742580928"
"3","2016-11-21","0.0","0.0","0.0","0.0","-46.7047617946","-23.9742580928"
"3","2016-11-22","","","","-1.0","-46.7047617946","-23.9742580928"
"3","2016-11-23","0.0","0.07","0.0","-288.0","-46.7047617946","-23.9742580928"
"3","2016-11-24","0.0","0.01","0.0","-287.0","-46.7047617946","-23.9742580928"
"3","2016-11-25","0.0","0.0","0.0","0.0","-46.7047617946","-23.9742580928"
"3","2016-11-26","","","","-1.0","-46.7047617946","-23.9742580928"
"3","2016-11-27","0.0","2.15","0.12","-288.0","-46.7047617946","-23.9742580928"
"3","2016-11-28","0.11","22.97","4.31","-288.0","-46.7047617946","-23.9742580928"
"3","2016-11-29","2.01","39.71","10.68","-288.0","-46.7047617946","-23.9742580928"
"3","2016-11-30","0.0","0.97","0.12","-287.0","-46.7047617946","-23.9742580928"
"3","2016-12-01","0.0","0.0","0.0","0.0","-46.7047617946","-23.9742580928"
"3","2016-12-02","","","","-1.0","-46.7047617946","-23.9742580928"
"3","2016-12-03","1.85","35.13","10.96","-288.0","-46.7047617946","-23.9742580928"
"3","2016-12-04","0.0","1.65","0.19","-288.0","-46.7047617946","-23.9742580928"
"3","2016-12-05","0.0","0.1","0.01","-287.0","-46.7047617946","-23.9742580928"
"3","2016-12-06","","","","-1.0","-46.7047617946","-23.9742580928"
"3","2016-12-07","0.2","7.77","2.37","-288.0","-46.7047617946","-23.9742580928"
"3","2016-12-08","1.68","23.08","7.51","-288.0","-46.7047617946","-23.9742580928"
"3","2016-12-09","0.0","0.25","0.0","-288.0","-46.7047617946","-23.9742580928"
"3","2016-12-10","1.53","20.47","6.06","-288.0","-46.7047617946","-23.9742580928"
"3","2016-12-11","2.23","30.19","8.79","-288.0","-46.7047617946","-23.9742580928"
"3","2016-12-12","4.99","52.61","19.13","-288.0","-46.7047617946","-23.9742580928"
"3","2016-12-13","0.04","4.72","0.7","-288.0","-46.7047617946","-23.9742580928"
"3","2016-12-14","0.0","2.16","0.19","-288.0","-46.7047617946","-23.9742580928"
"3","2016-12-15","0.0","0.0","0.0","-287.0","-46.7047617946","-23.9742580928"
"3","2016-12-16","0.0","0.0","0.0","0.0","-46.7047617946","-23.9742580928"
"3","2016-12-17","","","","-1.0","-46.7047617946","-23.9742580928"
"3","2016-12-18","0.0","0.02","0.0","-288.0","-46.7047617946","-23.9742580928"
"3","2016-12-19","9.18","105.67","50.29","-288.0","-46.7047617946","-23.9742580928"
"3","2016-12-20","0.27","20.31","3.44","-288.0","-46.7047617946","-23.9742580928"
"3","2016-12-21","5.99","53.08","19.99","-288.0","-46.7047617946","-23.9742580928"
"3","2016-12-22","0.0","0.47","0.01","-288.0","-46.7047617946","-23.9742580928"
"3","2016-12-23","0.02","4.49","0.58","-288.0","-46.7047617946","-23.9742580928"
"3","2016-12-24","0.0","0.3","0.0","-288.0","-46.7047617946","-23.9742580928"
"3","2016-12-25","0.0","0.0","0.0","-288.0","-46.7047617946","-23.9742580928"
"3","2016-12-26","0.0","0.01","0.0","-288.0","-46.7047617946","-23.9742580928"
"3","2016-12-27","0.16","11.34","1.82","-288.0","-46.7047617946","-23.9742580928"
"3","2016-12-28","0.0","0.15","0.0","-288.0","-46.7047617946","-23.9742580928"
"3","2016-12-29","0.0","0.55","0.07","-288.0","-46.7047617946","-23.9742580928"
"3","2016-12-30","0.0","0.07","0.0","-288.0","-46.7047617946","-23.9742580928"
"3","2016-12-31","0.0","0.23","0.01","-287.0","-46.7047617946","-23.9742580928"
"3","2017-01-01","","","","-1.0","-46.7047617946","-23.9742580928"
"3","2017-01-02","2.62","120.51","31.06","-288.0","-46.7047617946","-23.9742580928"
"3","2017-01-03","0.0","0.67","0.1","-288.0","-46.7047617946","-23.9742580928"
"3","2017-01-04","0.04","8.92","1.68","-288.0","-46.7047617946","-23.9742580928"
"3","2017-01-05","0.0","0.6","0.11","-288.0","-46.7047617946","-23.9742580928"
"3","2017-01-06","1.41","72.61","11.31","-288.0","-46.7047617946","-23.9742580928"
"3","2017-01-07","0.0","14.8","0.93","-288.0","-46.7047617946","-23.9742580928"
"3","2017-01-08","0.0","0.82","0.07","-288.0","-46.7047617946","-23.9742580928"
"3","2017-01-09","0.66","17.93","4.15","-288.0","-46.7047617946","-23.9742580928"
"3","2017-01-10","0.0","0.78","0.05","-288.0","-46.7047617946","-23.9742580928"
"3","2017-01-11","0.75","170.13","39.84","-288.0","-46.7047617946","-23.9742580928"
"3","2017-01-12","9.35","128.62","39.24","-288.0","-46.7047617946","-23.9742580928"
"3","2017-01-13","0.0","0.35","0.0","-288.0","-46.7047617946","-23.9742580928"
"3","2017-01-14","0.0","0.0","0.0","-288.0","-46.7047617946","-23.9742580928"
"3","2017-01-15","0.0","0.52","0.0","-288.0","-46.7047617946","-23.9742580928"
"3","2017-01-16","5.0","84.41","23.97","-288.0","-46.7047617946","-23.9742580928"
"3","2017-01-17","7.37","67.08","23.46","-288.0","-46.7047617946","-23.9742580928"
"3","2017-01-18","7.15","68.87","24.76","-288.0","-46.7047617946","-23.9742580928"
"3","2017-01-19","4.51","72.01","21.07","-288.0","-46.7047617946","-23.9742580928"
"3","2017-01-20","1.33","21.18","6.24","-288.0","-46.7047617946","-23.9742580928"
"3","2017-01-21","3.44","135.48","36.77","-288.0","-46.7047617946","-23.9742580928"
"3","2017-01-22","0.72","49.23","15.3","-288.0","-46.7047617946","-23.9742580928"
"3","2017-01-23","0.47","36.95","7.33","-288.0","-46.7047617946","-23.9742580928"
"3","2017-01-24","0.28","36.31","6.02","-288.0","-46.7047617946","-23.9742580928"
"3","2017-01-25","0.0","1.75","0.17","-288.0","-46.7047617946","-23.9742580928"
"3","2017-01-26","2.8","32.01","10.75","-288.0","-46.7047617946","-23.9742580928"
"3","2017-01-27","2.61","58.66","18.33","-288.0","-46.7047617946","-23.9742580928"
"3","2017-01-28","0.06","13.41","1.55","-288.0","-46.7047617946","-23.9742580928"
"3","2017-01-29","0.0","2.19","0.19","-288.0","-46.7047617946","-23.9742580928"
"3","2017-01-30","0.0","0.14","0.02","-288.0","-46.7047617946","-23.9742580928"
"3","2017-01-31","0.0","6.88","0.62","-288.0","-46.7047617946","-23.9742580928"
"3","2017-02-01","1.26","76.21","12.34","-288.0","-46.7047617946","-23.9742580928"
"3","2017-02-02","2.57","41.75","14.33","-288.0","-46.7047617946","-23.9742580928"
"3","2017-02-03","1.92","30.48","10.86","-288.0","-46.7047617946","-23.9742580928"
"3","2017-02-04","0.39","35.94","6.5","-288.0","-46.7047617946","-23.9742580928"
